Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;
Aruba;ABW;Rural population growth (annual %);SP.RUR.TOTL.ZG;;2.21123411389883;1.57767852966294;1.42260027722127;1.24582685536872;1.065002347607;0.889749767781535;0.4197886746917;-0.0510994918203139;-0.208074026600002;-0.348897224114454;-0.460213059400067;0.096339121131353;0.893581446184;1.14209493562056;1.16917296387677;0.815979053115323;0.474574927546825;0.472333347716894;0.463598610271803;0.451732134257312;0.585184579993432;0.831452118204729;0.922838689278999;0.798199622246822;0.504647896567577;0.146840610623087;-0.128082990284835;-0.153290296084786;0.440467419407072;1.74272115371939;3.25467165161497;3.98466034855813;3.85936824082318;4.00870351019051;3.88711858979949;3.82459116918723;3.81754956782427;3.79019879705271;3.71057703561972;3.31275943557138;2.4756314122004;1.87480682870633;1.6738549607483;1.57213977161174;1.66691499395556;1.83959151572247;1.8803829209781;1.89106672511376;1.87556633955799;1.76930137184721;1.14853781475535;0.780749034617928;0.691191802242282;0.60174585355635;0.520623217868372;0.442422772105729;0.358555440769477;0.287255738050861;0.213237457313467;-0.133220115954326;-0.347205182959895;;
Africa Eastern and Southern;AFE;Rural population growth (annual %);SP.RUR.TOTL.ZG;;2.36266733326912;2.42168983733353;2.41603199609133;2.45202723138698;2.47373802859745;2.4296818773883;2.43863993062394;2.48042631947844;2.48383255237601;2.51680805457244;2.51123185768975;2.43845944929394;2.47383820969118;2.58597893849846;2.57324247674271;2.55828314758388;2.45413664378802;2.55684845113231;2.70315289526684;2.54925403677244;2.64054021819926;2.7652328567745;2.56431673671787;2.40548786855032;2.37136334540689;2.35233255577469;2.37683563506954;2.22636085994002;2.15411355775994;2.20057190985918;2.18450015860508;2.04189950079119;2.0531385650276;2.00710593677505;2.0840143194057;2.28380966089399;2.17477549608849;2.09898283999013;2.15041497025832;2.17773260691155;2.1595773464425;2.15149225591995;2.16402460790977;2.18398306247698;2.17375481024477;2.2215272374381;2.36368010969683;2.15802485902279;2.13570235159757;2.11983361412264;2.07708270976568;2.09577421680601;2.11132272747767;2.06316103884024;2.04222841994462;1.99316455637842;1.92382043128569;1.91203176335858;1.90891612014441;1.88460657785525;1.80281794017978;;
Afghanistan;AFG;Rural population growth (annual %);SP.RUR.TOTL.ZG;;1.61651033326176;1.69459663505767;1.74887853523153;1.79735952152688;1.86367840867691;1.88769268971071;1.91651206348438;1.95745432587099;1.97735724962766;2.01756364282379;1.98663894290111;1.9862630712765;2.06784678981584;2.04167021016188;1.90581666689124;1.67686138970775;1.57006138644192;1.42850338965986;-0.186620890517252;-4.58031301087909;-11.9525645120754;-10.7566003106543;-2.09251996101835;2.14016098661891;1.81050324545293;-1.41422797686508;-2.04374607721579;-0.275757567158494;2.63788808718369;0.0895897841415977;0.356908545974853;11.409417178063;14.8512286351699;9.74962752147243;5.93176495442201;3.98812892930806;3.79429674749808;3.76776930745852;3.96129694067396;1.32580608474027;0.625666867583049;6.33104778193872;7.42260371898086;3.74368031073764;3.31422737698589;3.87541461793337;1.5256272228491;1.73274317628769;3.28966373410191;2.62122921455437;3.4124491842994;3.79848271907935;3.1855367782374;3.37420596544601;2.8345107080401;2.29255543590673;2.55927244581557;2.5569087661644;2.56029650995767;2.76772385533188;2.46127474380238;;
Africa Western and Central;AFW;Rural population growth (annual %);SP.RUR.TOTL.ZG;;1.65518097520912;1.67180263956379;1.69083303227772;1.68680656638713;1.69336841498433;1.74523074007197;1.72658425384846;1.72641679842663;1.73539628696915;1.7763633127512;1.71363797556279;1.72653685531201;1.78438842136306;1.84828155971437;1.91617184152351;1.90231096279928;1.98512527142567;2.05669834684343;2.2046518440406;2.18815174987586;2.02131779518314;2.06302090912725;1.87482612359109;1.72219980394361;1.7453737981555;1.75381007363021;1.75863042117588;1.78263133921186;1.8311048603446;1.76291840692177;1.97451939684268;2.09064148605427;2.03626322779388;2.01376925246906;2.08163545914748;2.06340147574213;1.98865281568557;1.99825109443212;1.97016144165441;2.00262708868885;1.83329424473955;1.83241735981812;1.81427740306704;1.80461667873337;1.79048174751202;1.75573803919788;1.74427740107819;1.74291055534069;1.73871829062946;1.72104226995083;1.71879083116944;1.67700004467935;1.63075039830089;1.61105002751152;1.57188248948306;1.560758643931;1.54998625148146;1.50870708008748;1.46820458390941;1.4436291654464;1.39901781836133;;
Angola;AGO;Rural population growth (annual %);SP.RUR.TOTL.ZG;;1.15223587375332;1.00454283240577;0.936313675182009;0.809460782780036;0.602595343598964;0.34753298541866;0.148279232507436;0.127133860214336;0.4330451787287;1.08377181647301;1.61745757841271;2.01285793693273;2.27068477816479;2.26777787296796;2.18981714596325;2.07490586445807;2.06318165494576;2.0797157225948;2.05197730672431;2.05355776032824;2.03840321115503;2.0038035445431;1.95600103323105;1.87136082685986;1.79285079382478;1.67476123956216;1.46636501438134;1.30937687205511;1.23466324904931;1.12204684850597;1.01504490799252;0.844740079040762;0.675978914873562;0.619689979508802;1.21747216494373;1.19944418801569;1.15433609789709;1.03815882895645;0.930256896695981;0.887946870143698;0.878350985059833;0.868889744622128;0.891201637348552;0.923422381560562;0.926670019658336;1.84039391128034;1.86616166984385;1.87025977920929;1.87446343400761;1.88952548675948;1.88897310894634;1.86616014884636;1.82226938080509;1.74726349402817;1.68054912872072;1.64429655653252;1.60759475057386;1.52605094874008;1.45403334785745;1.33390053620736;1.23338356642193;;
Albania;ALB;Rural population growth (annual %);SP.RUR.TOTL.ZG;;2.77679398065811;2.95238700701782;2.85083972016764;2.77613847049535;2.64938239469357;2.52976700260186;2.52533516074207;2.73753512498796;2.74721951954648;2.26996120169129;2.13983333018741;2.20955217382869;2.07632286168583;2.00867987746856;2.01029140715629;1.91648939914779;1.91923357385295;1.78078641542264;1.69214460363597;1.65319575065065;1.60668400349639;1.71385076124842;1.71678268801394;1.69821226344098;1.6470989564151;1.52107891748421;1.58007445313437;1.46797406946239;2.26583938976456;1.37526465141005;-1.03156934757058;-1.47753457852037;-1.49047717449012;-1.51014621526351;-1.52539340708669;-1.54573700405918;-1.55824565877709;-1.57769190463825;-1.5942338726569;-1.61439403235174;-2.13681795867861;-2.16908875661279;-2.2897486212441;-2.38200097203728;-2.51895262176947;-2.68683345130323;-2.86073390854208;-2.92157841933936;-2.86739570289843;-2.7432914932117;-2.56111169299469;-2.50885449397691;-2.5248646488424;-2.55658540421134;-2.63858844271517;-2.50593818481915;-2.43282532196503;-2.57812110197857;-2.74606661163753;-2.87800331245244;-3.21480421093383;;
Andorra;AND;Rural population growth (annual %);SP.RUR.TOTL.ZG;;1.56766800874862;0.948821100683517;0.396825917562067;-0.123839025114658;-0.646446806154221;-0.550276526115192;0.150375968186628;0.150150178359713;-0.451128584650112;-1.00985458053135;-1.43115143932559;-1.87067029441841;-2.2544384052082;-2.60884360842979;-3.01867526651137;-3.49393125551643;-3.86449165698255;-4.3702335015114;-4.87103970892636;-5.47374625822297;-5.94089774305405;-5.55913094613221;-5.25686314270538;-5.72568681080207;-6.21488222528532;0.517283072105263;7.45434174033631;7.22092866560813;6.99914277117193;6.75315827736177;6.78862469317458;6.9740173541643;6.92184176684881;6.79590422064275;6.74004717265858;5.58205091333134;4.47403390662199;4.43433321017658;4.32912920255204;4.30873394603493;6.93508738376793;9.4499971131282;9.29740892328122;9.06974508913768;8.59920268249134;5.2987538551338;2.18938288458835;0.0598050373665001;-2.10254241113375;-2.37253189382984;-0.514011035802707;1.45987994211526;1.32892321186827;1.19077956251076;0.99754447777045;1.93053902352072;2.60506771999425;2.3158335143152;2.40523510148434;2.32744047488918;2.18075537010377;;
Arab World;ARB;Rural population growth (annual %);SP.RUR.TOTL.ZG;;1.48245032815895;1.50642921048471;1.50401649530785;1.48270229173899;1.43519814197973;1.52456335784588;1.74445349518311;1.74043044341286;1.71876953456859;1.68625718137763;1.71168177139106;1.69069780199447;1.72628631108189;1.89509871573277;2.13657507146279;2.41991204566463;2.38652986459059;2.28441658025504;2.57681037678785;2.56776672904661;2.20312658390263;2.15166068112057;2.14584833967824;1.93557979801299;1.86008564188955;1.8354690043017;1.83201836719952;1.62741081785407;1.6092905139657;2.17034731336128;1.36296980391113;1.36207808755798;1.83146914241441;2.1509190926898;2.07077980406878;1.99257853440862;1.88962269388233;1.79108477525622;1.75081008630214;1.75386057969354;1.68845099389574;1.65923205487064;1.60429704929453;1.59052891278935;1.57604124777058;1.6425599889581;2.02698844196382;1.69980294885754;1.6220433586366;1.54469842081664;1.57085577981289;1.62422774070315;1.55573444379067;1.47288775343976;1.34124145172466;1.43846885520298;1.4641901776548;1.46273599078572;1.43546337280111;1.25351125862632;1.10849779627009;;
United Arab Emirates;ARE;Rural population growth (annual %);SP.RUR.TOTL.ZG;;2.12113053614015;2.01196381901128;1.84182123896201;1.635677048836;1.46481785545285;1.3035518551242;1.13817626868204;8.38472967290091;17.0395071963961;16.2949845846579;14.4761342359774;13.0058735829648;11.8082995430383;10.8109223509226;9.94502542320497;11.7331468274554;13.0400255154226;12.0037906345106;11.0351257649916;9.96511664079201;8.29226313791686;7.08657460121717;6.91322565884877;6.67251550459889;6.40478736321176;7.15029001885132;7.74004207678732;7.30946088226933;6.91578644147631;6.5637946324908;6.2292637540293;5.92040107148485;5.62010623977313;5.3313558534649;5.09310219151045;4.73803061375736;4.43120422862153;4.06684525770669;3.74748707468821;3.44787773654468;3.17429536086827;2.91207186688444;2.66703509354355;2.43240442016155;4.77548320895744;11.2834069593892;15.9431761375319;15.2317066253204;11.2628938498163;3.79488284768958;-1.03848908916887;-1.07375035017841;-1.10277150040472;-1.13441239253209;-1.1536914652376;-1.18830588220192;-1.21726987493508;-1.22309696149088;-1.22180620101669;-1.16223772382522;-1.12216871133547;;
Argentina;ARG;Rural population growth (annual %);SP.RUR.TOTL.ZG;;-0.710156899824221;-0.526995924517393;-0.549729072774689;-0.591071634947783;-0.619796362186485;-0.648611339233914;-0.664024232383179;-0.698550094473065;-0.714584809788118;-0.707752441180651;-0.526584598201115;-0.467015897488516;-0.426697104503338;-0.382110436879288;-0.431083537860008;-0.518177174178494;-0.511560941263156;-0.521677813949944;-0.532686412357667;-0.559848718063126;-0.940250491192441;-1.13580852779233;-1.15615798800615;-1.20149932412931;-1.23552855266972;-1.24658310960214;-1.26157244837195;-1.28539272523412;-1.31137287194314;-1.35407722398728;-1.25438693580294;-0.315742024464562;-0.342076887482955;-0.365789500413141;-0.391306163756877;-0.460997591090687;-0.518294348008762;-0.561669179911022;-0.579780999640802;-0.60144545611493;-0.638083047350588;-0.63719837221373;-0.659646637463278;-0.686085060253733;-0.667304254092237;-0.675121506093421;-0.702067991666911;-0.724676158743903;-0.700442042602305;-1.45627702594739;-0.399747599889796;-0.327704530158683;-0.332978802729149;-0.374035541874903;-0.393992378745193;-0.412892628615815;-0.43067305139086;-0.461530370218559;-0.506115918707072;-0.539581529777376;-0.559558889997761;;
